SMILES,No.,Smiles,activity10,activity20,activity40,activity60,activity80,activity100
CN1CC2CCCCC2(c2ccc(Cl)c(Cl)c2)C1,A1287,CN1CC2[C@](C1)(CCCC2)c1ccc(c(c1)Cl)Cl,1.0,1.0,1.0,1.0,1.0,1.0
O=C(Cc1cc(Cl)cc(Cl)c1)NC1N=C(c2ccccc2)c2ccccc2N(CC(F)(F)F)C1=O,A1316,Clc1cc(cc(c1)Cl)CC(=O)NC1N=C(c2ccccc2)c2c(N(C1=O)CC(F)(F)F)cccc2,1.0,1.0,1.0,1.0,1.0,1.0
O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)c(Cl)c1)c1ccccc1F,A1317,Clc1cc(ccc1c1nnc(o1)NCCCN1CCCCC1)NC(=O)c1ccccc1F,1.0,1.0,1.0,1.0,1.0,1.0
CS(=O)c1ccc(-c2cnc3ccc(-c4cccc(S(C)(=O)=O)c4)nn23)cc1,A1328,CS(=O)c1ccc(cc1)c1cnc2n1nc(cc2)c1cccc(c1)S(=O)(=O)C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1c(Cl)ccc(OC2CCN(C3CCN(S(=O)(=O)NC(=O)c4ccccc4)CC3)CC2)c1Cl,A1335,O=C(c1ccccc1)NS(=O)(=O)N1CCC(CC1)N1CCC(CC1)Oc1ccc(c(c1Cl)C)Cl,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6c(cc5CC4)C(=O)N(C(C)C)C6)n3C)cccc2n1,A1353,Cc6ccc5c(c4nnc(SCCCN3CCc2cc1CN(C(C)C)C(=O)c1cc2CC3)n4C)cccc5n6,1.0,1.0,1.0,1.0,1.0,1.0
Nc1ccc(C(=O)N2CC3CC(CN(Cc4ccccc4)C3)C2)cc1,A1357,Nc4ccc(C(=O)N3CC2CC(CN(Cc1ccccc1)C2)C3)cc4,1.0,1.0,1.0,1.0,1.0,1.0
CN(CCN1CCN(c2ccccc2)C1=O)CC12CCC(CC1)C2(C)C,A1367,CN(CC12CCC(C2(C)C)CC1)CCN1CCN(C1=O)c1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
O=S(=O)(c1ccc2c(c1)CCNCC2)N1CC(Oc2cccc(Cl)c2)C1,A1374,C1CNCCc(c12)cc(cc2)S(=O)(=O)N3CC(C3)Oc(c4)cccc4Cl,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NCC1CCCCC1O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,A1376,O=C(NC1CCN(CC1)Cc1ccn(c1)c1ccc(cc1)C(F)(F)F)NC[C@H]1CCCC[C@H]1O,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NCC1CCCC[NH2+]1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,A1379,FC(F)(F)COc1ccc(OCC(F)(F)F)cc1C(=O)NC[C@@H]1[NH2+]CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
C[n+]1c(C#Cc2ccccc2Cl)cccc1C#Cc1ccccc1Cl,A1382,C[n+]1c(cccc1C#Cc1ccccc1Cl)C#Cc1ccccc1Cl,1.0,1.0,1.0,1.0,1.0,1.0
COC1COCCC1NC1CCC(C(=O)N2CCN(c3cccc(C(F)(F)F)n3)CC2)(C(C)C)C1,A1393,COC1COCCC1NC1CCC(C1)(C(C)C)C(=O)N1CCN(CC1)c1cccc(n1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,A1395,Fc1ccc(cc1)Cn(c(c23)cccc2)c(n3)[C@@H]4CCCN(C4)C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccn(C2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)n1,A1402,Fc1ccc(cc1)Cn(c(c23)cccc2)c(n3)N(CC4)CCC4n5ccc(n5)C,1.0,1.0,1.0,1.0,1.0,1.0
CN(C)CCN1CCN(c2nc(-c3ccccc3Cl)c3c(n2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,A1419,CN(CCN1CCN(CC1)c1nc(c2ccccc2Cl)c2c(n1)N(C(=O)NC2)c1c(Cl)cccc1Cl)C,1.0,1.0,1.0,1.0,1.0,1.0
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1F,A1432,CCN(C(=O)c1ccc(cc1F)C1=CC2(CCNCC2)Oc2c1cccc2)CC,1.0,1.0,1.0,1.0,1.0,1.0
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,A1436,c12c(nn(c1cccc2)C)C(NC1C[C@@H]2N(C)[C@@H](C1)CCC2)=O,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc(CC2CCN(CCS(=O)(=O)c3ccc(O)cc3)CC2O)cc1,A1447,Cc3ccc(C[C@H]2CCN(CCS(=O)(=O)c1ccc(O)cc1)C[C@H]2O)cc3,1.0,1.0,1.0,1.0,1.0,1.0
CC(C1=C(CCN(C)C)Cc2ccccc21)c1nccs1,A1450,CN(CCC1=C([C@H](c2nccs2)C)c2c(C1)cccc2)C,1.0,1.0,1.0,1.0,1.0,1.0
NC1(COc2ccc3ncc(F)c(CCC45CCC(NCc6ccc7c(n6)NC(=O)CO7)(CC4)CO5)c3n2)CC1,A1456,O=C1COc2c(N1)nc(cc2)CNC12CCC(CC1)(OC2)CCc1c(F)cnc2c1nc(OCC1(N)CC1)cc2,1.0,1.0,1.0,1.0,1.0,1.0
Clc1ccc(C23CCCCC2CNC3)cc1Cl,A1463,Clc1ccc(cc1Cl)[C@@]12CNCC2CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCCCCCC[N+](CC)(CC)CC,A1473,CCCCCCCCCC[N+](CC)(CC)CC,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)C1=CC(=O)c2ccc(Cl)cc2C1,A1474,Clc1ccc2c(c1)CC(=CC2=O)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,1.0,1.0,1.0,1.0,1.0,1.0
CN1C(=O)C=CC2(C)C3CCC4(C)C(O)C(=Cc5cccnc5)CC4C3CCC12,A1483,O=C1C=CC2(C(N1C)CCC1C2CCC2(C1CC(=Cc1cccnc1)C2O)C)C,1.0,1.0,1.0,1.0,1.0,1.0
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccc(Cl)cc5)c4)n[nH]c2-3)CC1,A1486,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOc1ccc(cc1)Cl,1.0,1.0,1.0,1.0,1.0,1.0
CCN1CCN(c2cc3[nH]c(SC4(C)CCC(NC(=O)OC)CC4)nc3cc2Cl)CC1,A1499,CCN1CCN(CC1)c1cc2[nH]c(nc2cc1Cl)S[C@]1(C)CC[C@H](CC1)NC(=O)OC,1.0,1.0,1.0,1.0,1.0,1.0
CCOc1cc(CN2CCC(Nc3nc4cc(S(N)(=O)=O)ccc4o3)CC2)ccc1OC,A1502,CCOc1cc(ccc1OC)CN1CCC(CC1)Nc1nc2c(o1)ccc(c2)S(=O)(=O)N,1.0,1.0,1.0,1.0,1.0,1.0
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,A1504,Clc1ccc(cc1)COC(c1ccc(cc1Cl)Cl)Cn1cncc1,1.0,1.0,1.0,1.0,1.0,1.0
O=C(c1ccc(Oc2ccc(F)cc2)nc1)N1CCCN(C2CCC2)CC1,A1509,Fc1ccc(cc1)Oc1ccc(cn1)C(=O)N1CCCN(CC1)C1CCC1,1.0,1.0,1.0,1.0,1.0,1.0
CCN(CC)C(=O)c1cc(C2=CC3(CCNCC3)Oc3ccccc32)cs1,A1517,CCN(C(=O)c1scc(c1)C1=CC2(CCNCC2)Oc2c1cccc2)CC,1.0,1.0,1.0,1.0,1.0,1.0
O=S(=O)(c1ccc2c(c1)CCNCC2)N1CCC(Oc2ccccc2Cl)C1,A1521,C1CNCCc(c12)cc(cc2)S(=O)(=O)N3C[C@@H](CC3)Oc4ccccc4Cl,1.0,1.0,1.0,1.0,1.0,1.0
CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(C5COC5)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1,A1524,CC[C@@H](C)[C@H](C(=O)O)N6CC(CN4CCC(c3cc(Cc2ccc(C1COC1)cc2)nn3CC)CC4)[C@@H](c5cccc(F)c5)C6,1.0,1.0,1.0,1.0,1.0,1.0
CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OC5CCC5)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1,A1525,CC[C@H]([C@@H](N1C[C@@H]([C@H](C1)c1cccc(c1)F)CN1CCC(CC1)c1cc(nn1CC)Cc1ccc(cc1)OC1CCC1)C(=O)O)C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nc(C2(c3cnn(C)c3)NC(c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)no1,A1540,Fc1ccc(cc1)c1c[nH]c(n1)[C@H]1Cc2c3ccccc3[nH]c2[C@@](N1)(c1noc(n1)C)c1cnn(c1)C,1.0,1.0,1.0,1.0,1.0,1.0
CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCC3CCCCC3)CC1=O)C2,A1554,CCN(Cc1ccc2c(c1)CC[C@@H](C2)N1CCN(CC1=O)CCC1CCCCC1)CC,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc(C2(O)CCN(C(C)C(O)c3ccc4c(c3)CCC(=O)N4)CC2)cc1,A1568,O=C1CCc2c(N1)ccc(c2)[C@@H]([C@H](N1CC[C@](CC1)(O)c1ccc(cc1)C)C)O,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(CN2CCC(C#N)(CNC(=O)c3cc(OC)cc(OC)c3)CC2)cc1,A1581,COc1ccc(cc1)CN1CCC(CC1)(C#N)CNC(=O)c1cc(OC)cc(c1)OC,1.0,1.0,1.0,1.0,1.0,1.0
CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,A1593,CN1CCC(CC1)CNc1ccc2n(n1)c(cn2)c1cccc(c1)OC(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,A1596,COc1cc(ccc1Nc1ncc(c(n1)c1cnc2n1cccc2)Cl)N1CCOCC1,1.0,1.0,1.0,1.0,1.0,1.0
CC1CCCN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,A1622,CC1CCCN(C1)CCN1CCN(C1=O)c1cccc(c1)Cl,1.0,1.0,1.0,1.0,1.0,1.0
O=C1N(CCN2Cc3ccccc3C2)CCN1c1cc(F)cc(Cl)c1,A1630,Fc1cc(Cl)cc(c1)N1CCN(C1=O)CCN1Cc2c(C1)cccc2,1.0,1.0,1.0,1.0,1.0,1.0
CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCCN(C(C)C)CC1,A1644,CCOc1cc2ncc(c(c2cc1N1CCCN(CC1)C(C)C)Nc1cccc(c1Cl)Cl)C(=O)N,1.0,1.0,1.0,1.0,1.0,1.0
CC(C(O)c1ccc2c(c1)CN(C)C(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1,A1646,Fc1ccc(cc1)[C@]1(O)CCN(CC1)[C@@H]([C@H](c1ccc2c(c1)CN(C(=O)N2)C)O)C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C,A1671,CN(C(=O)c1ccc(cc1F)Nc1nccc(n1)c1cnc(n1C(C)C)C)C,1.0,1.0,1.0,1.0,1.0,1.0
CC1(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCN(C2(c3ccccc3)CCC(N3CCN(c4ccccc4Cl)C(=O)C3)CC2)C1=O,A1696,CC6(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CCN([C@]5(c2ccccc2)CC[C@@H](N4CCN(c3ccccc3Cl)C(=O)C4)CC5)C6=O,1.0,1.0,1.0,1.0,1.0,1.0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,A170,C(c1ccccc1)(c1ccccc1)(C[C@@H](N(C)C)C)C(CC)=O,1.0,1.0,1.0,1.0,1.0,1.0
CC1CCCN1CCc1ccc2nc(-c3nccs3)ccc2c1,A1703,C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)-c4nccs4,1.0,1.0,1.0,1.0,1.0,1.0
O=S(c1ccc(C=Cc2ccc(F)cc2)nc1)c1ccccc1F,A1704,c1cccc(F)c1[S@@](=O)c(cn2)ccc2/C=C/c(cc3)ccc3F,1.0,1.0,1.0,1.0,1.0,1.0
Fc1cccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)n1,A1705,c1ccccc1Cn(cc2)c(c23)ncnc3OC4CCN(CC4)Cc(n5)cccc5F,1.0,1.0,1.0,1.0,1.0,1.0
CN1CC2CC1CN2c1ccc(-c2ccc3cc[nH]c3c2)cn1,A1715,CN1CC2CC1CN2c1ccc(cn1)c1ccc2c(c1)[nH]cc2,1.0,1.0,1.0,1.0,1.0,1.0
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,A1724,Clc1ccc(cc1)C[C@@](O)([C@H](CN(C)C)C)C,1.0,1.0,1.0,1.0,1.0,1.0
COC(=O)Cc1ccc(CNC(=O)C2CSCN2C(=O)CC(N)Cc2ccccc2F)cc1,A173,COC(=O)Cc1ccc(cc1)CNC(=O)[C@@H]1CSCN1C(=O)C[C@@H](Cc1ccccc1F)N,1.0,1.0,1.0,1.0,1.0,1.0
CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cccc43)c2)c1,A1739,CC#Cc1cncc(c1)c1cccc(c1)C1(N=C(c2c1cccc2F)N)c1cc(C)c(=O)n(c1)CC,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nc2ccccc2n1-c1ccc(C(=O)N(C)C2CCN(C3CCCCC3)C2)cc1,A1747,CN(C(=O)c1ccc(cc1)n1c(C)nc2c1cccc2)C1CCN(C1)C1CCCCC1,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)(C)c1cc(C(=O)NCC2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1,A1752,Fc1ccc(cc1)C(c1ccc(cc1)F)CCCCC(=O)N1CCC(C1)CNC(=O)c1cc(cc(c1)C(C)(C)C)C(C)(C)C,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)C1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCC(N2CCC(c3cccc(C(=O)O)c3)CC2)C1,A1766,CC(C)[C@]4(C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC[C@@H](N3CCC(c2cccc(C(=O)O)c2)CC3)C4,1.0,1.0,1.0,1.0,1.0,1.0
C[N+]1CCCC(c2c(-c3ccccc3)[nH]c3ccccc23)C1,A177,[nH]1c2ccccc2c(c1c1ccccc1)C1C[N+](C)CCC1,1.0,1.0,1.0,1.0,1.0,1.0
c1cc(C2CCCO2)ccc1OCCCN1CCCCC1,A1774,C1CCO[C@H]1c2ccc(cc2)OCCCN3CCCCC3,1.0,1.0,1.0,1.0,1.0,1.0
N#Cc1ccc(S(=O)(=O)C2(F)CCN(CCc3ccc(F)cc3F)CC2)cc1,A1775,c1cc(C#N)ccc1S(=O)(=O)C2(F)CCN(CC2)CCc(cc3)c(F)cc3F,1.0,1.0,1.0,1.0,1.0,1.0
c1cncc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)c1,A1776,O1CCC(CC1)[C@H]1N[C@H](Cc2c1[nH]c1c2cccc1)c1[nH]cc(n1)c1cccnc1,1.0,1.0,1.0,1.0,1.0,1.0
O=C(O)C(CC1CCC1)N1CC(CN2CCC(c3cnc4ccccn34)CC2)C(c2cccc(F)c2)C1,A1791,O=C(O)[C@@H](CC1CCC1)N6CC(CN4CCC(c2cnc3ccccn23)CC4)[C@@H](c5cccc(F)c5)C6,1.0,1.0,1.0,1.0,1.0,1.0
O=C1CCCN1C1CCN(CCOc2ccc(Oc3nc4ccccc4s3)cc2)CC1,A1793,O=C1CCCN1C5CCN(CCOc4ccc(Oc3nc2ccccc2s3)cc4)CC5,1.0,1.0,1.0,1.0,1.0,1.0
CNC(C)c1cc(C)ccc1Oc1ccc(Cl)c(Cl)c1,A1799,CNC(c1cc(C)ccc1Oc1ccc(c(c1)Cl)Cl)C,1.0,1.0,1.0,1.0,1.0,1.0
CCCCN(CC)CC#CCc1ccc(Cl)cc1,A1800,CCCCN(CC#CCc1ccc(cc1)Cl)CC,1.0,1.0,1.0,1.0,1.0,1.0
CC1CCCN1C1CC(c2ccc(-c3cncnc3)cc2)C1,A1803,C1CC[C@@H](C)N1[C@@H](C2)C[C@H]2c(cc3)ccc3-c4cncnc4,1.0,1.0,1.0,1.0,1.0,1.0
CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1F)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,A1816,CN(C(=O)Cc1ccc(cc1F)S(=O)(=O)C)C1CCN(CC1)Cc1ccc(cc1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
CCn1nc(Cc2ccc(OC(C)C)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1,A182,CCn1nc(cc1C1CCN(CC1)C[C@H]1CN(C[C@@H]1c1cccc(c1)F)[C@H](C(C)(C)C)C(=O)O)Cc1ccc(cc1)OC(C)C,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,A1824,O=C(N1CCC(CC1)c1onc(n1)c1ccc2c(n1)cccc2)NC1CC1c1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,A1827,Clc1ccc(cc1)C1(O)CCN(CC1)CCC[C@@H](O)c1ccc(F)cc1,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5)CC3)cccc2n1,A1838,c1cc(C)nc(c12)cccc2N(CC3)CCN3CCc(ccc4)c(c45)OCC(=O)N5,1.0,1.0,1.0,1.0,1.0,1.0
CCc1nc2cc3c(c(Br)c2o1)CCN(CCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,A1855,CCc6nc5cc4CCN(CCSc3nnc(c1cccc2nc(C)ccc12)n3C)CCc4c(Br)c5o6,1.0,1.0,1.0,1.0,1.0,1.0
O=S(=O)(c1ccccc1)C1CCN(CCCc2ccccc2)CC1,A1879,c1ccccc1S(=O)(=O)C2CCN(CC2)CCCc3ccccc3,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nc(C)c(-c2nnc(SCCCN3CCC4(CCc5ccc(Cl)cc54)C3)n2C)s1,A1889,Clc1ccc2c(c1)C1(CCN(C1)CCCSc1nnc(n1C)c1sc(nc1C)C)CC2,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc(-c2cn(Cc3ccccc3F)nn2)ccc1-n1cnc(C)c1,A1894,COc1cc(ccc1n1cnc(c1)C)c1nnn(c1)Cc1ccccc1F,1.0,1.0,1.0,1.0,1.0,1.0
Fc1ccc2c(C3C[N+]CCC3F)c(C3=CNC=CC3)[nH]c2c1,A1900,Fc1ccc2c([nH]c(C3=CNC=CC3)c2C2C[N+]CCC2F)c1,1.0,1.0,1.0,1.0,1.0,1.0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN(C2CCC(c3ccc4nc[nH]c4c3)CC2)C1,A1906,O=C(NC1CN(C1)C1CCC(CC1)c1ccc2c(c1)[nH]cn2)CNC(=O)c1cccc(c1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,A1913,Clc1cc2nccc(N[C@@H](CCC[NH+](CC)CC)C)c2cc1,1.0,1.0,1.0,1.0,1.0,1.0
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,A1922,N1C(=O)CCc(c12)ccc(c2)OCCCCN(CC3)CCN3c(c4Cl)cccc4Cl,1.0,1.0,1.0,1.0,1.0,1.0
